title,assigned_category,url
ReTR: Modeling Rendering Via Transformer for Generalizable Neural Surface Reconstruction,Computer Vision->Image Generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c47ec10bc135be5c3663ba344d29a6a5-Abstract-Conference.html
FETV: A Benchmark for Fine-Grained Evaluation of Open-Domain Text-to-Video Generation,Language->Generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c481049f7410f38e788f67c171c64ad5-Abstract-Datasets_and_Benchmarks.html
PLASTIC: Improving Input and Label Plasticity for Sample Efficient Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c464fc4516aca4e68f2a14e67c6f0402-Abstract-Conference.html
Metropolis Sampling for Constrained Diffusion Models,Generative Models->Diffusion models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c47bfcc8e2eccdc540fad1e25f13aa4d-Abstract-Conference.html
Cal-QL: Calibrated Offline RL Pre-Training for Efficient Online Fine-Tuning,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c44a04289beaf0a7d968a94066a1d696-Abstract-Conference.html
Interpreting Unsupervised Anomaly Detection in Security via Rule Extraction,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c43b987f23fd5ea840df2b2be426315c-Abstract-Conference.html
Diffusion Schrödinger Bridge Matching,Generative Models->Diffusion models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c428adf74782c2092d254329b6b02482-Abstract-Conference.html
EV-Eye: Rethinking High-frequency Eye Tracking through the Lenses of Event Cameras,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c41b5d8c1ba15b2aa83e4fa1541f02c8-Abstract-Datasets_and_Benchmarks.html
The Target-Charging Technique for Privacy Analysis across Interactive Computations,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3fe2a07ec47b89c50e89706d2e23358-Abstract-Conference.html
Recurrent Hypernetworks are Surprisingly Strong in Meta-RL,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3fa3a7d50b34732c6d08f6f66380d75-Abstract-Conference.html
One Less Reason for Filter Pruning: Gaining Free Adversarial Robustness with Structured Grouped Kernel Pruning,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3aba4234afd1c8116d879ba183f4835-Abstract-Conference.html
Survival Instinct in Offline Reinforcement Learning,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3e969ea20542a6a11e6caeac736a0b9-Abstract-Conference.html
Fed-FA: Theoretically Modeling Client Data Divergence for Federated Language Backdoor Defense,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c39578c86423df5f9e8834ce1cd456e4-Abstract-Conference.html
Reinforcement Learning with Simple Sequence Priors,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3909e3abe8ebdb20c42a42ce0bc907d-Abstract-Conference.html
Equivariant Neural Operator Learning with Graphon Convolution,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c362fbc0d182c6b4b8dadb90177239e4-Abstract-Conference.html
Approximation-Generalization Trade-offs under (Approximate) Group Equivariance,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c35f8e2fc6d81f195009a1d2ae5f6ae9-Abstract-Conference.html
"Embedding Space Interpolation Beyond Mini-Batch, Beyond Pairs and Beyond Examples",Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c3532dd633e600e9f6db57aa7ae0c858-Abstract-Conference.html
Solving Inverse Physics Problems with Score Matching,Physical Models->Physics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2f2230abc7ccf669f403be881d3ffb7-Abstract-Conference.html
LICO: Explainable Models with Language-Image COnsistency,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2eac51b6353a4441e8b7426f8e8db78-Abstract-Conference.html
Residual Q-Learning: Offline and Online Policy Customization without Value,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2e4cebba2fdb3dac7d2022421062765-Abstract-Conference.html
On the Exploitability of Instruction Tuning,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2a8060fd22744b38177d9e428a052e0-Abstract-Conference.html
Feature Dropout: Revisiting the Role of Augmentations in Contrastive Learning,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c290d4373c495b2cad0625d6288260f0-Abstract-Conference.html
DAW: Exploring the Better Weighting Function for Semi-supervised Semantic Segmentation,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c28ef8449dc21c90696c80ce47b3b5cc-Abstract-Conference.html
Deep Optimal Transport: A Practical Algorithm for Photo-realistic Image Restoration,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c281c5a17ad2e55e1ac1ca825071f991-Abstract-Conference.html
Hierarchical Multi-Agent Skill Discovery,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c276c3303c0723c83a43b95a44a1fcbf-Abstract-Conference.html
Improving the Knowledge Gradient Algorithm,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c272409133942e2f4b7631c8cb7e507e-Abstract-Conference.html
The Bayesian Stability Zoo,Theory->Probabilistic Methods,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2586b71fd150fb56952e253a9c551cc-Abstract-Conference.html
Unleashing the Full Potential of Product Quantization for Large-Scale Image Retrieval,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2469e35d469e3c0eca09dbe484eb474-Abstract-Conference.html
A Single-Loop Accelerated Extra-Gradient Difference Algorithm with Improved Complexity Bounds for Constrained Minimax Optimization,Optimization->Zero-order and Black-box Optimization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c242f2b7f60d8c685b6481939330e241-Abstract-Conference.html
Density of States Prediction of Crystalline Materials via Prompt-guided Multi-Modal Transformer,Multimodal Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c23fdcb9f8e28af705a87de1375a705c-Abstract-Conference.html
Calibrated Stackelberg Games: Learning Optimal Commitments Against Calibrated Agents,Theory->Game Theory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c23ccf9eedf87e4380e92b75b24955bb-Abstract-Conference.html
First- and Second-Order Bounds for Adversarial Linear Contextual Bandits,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c2201e444d2b22a10ca50116a522b9a9-Abstract-Conference.html
For SALE: State-Action Representation Learning for Deep Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c20ac0df6c213db6d3a930fe9c7296c8-Abstract-Conference.html
Regret Matching+: (In)Stability and Fast Convergence in Games,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c209cd57e13f3344a4cad4ce84d0ee1b-Abstract-Conference.html
Object-Centric Learning for Real-World Videos by Predicting Temporal Feature Similarities,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1fdec0d7ea1affa15bd09dd0fd3af05-Abstract-Conference.html
VisionLLM: Large Language Model is also an Open-Ended Decoder for Vision-Centric Tasks,Computer Vision->Text Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1f7b1ed763e9c75e4db74b49b76db5f-Abstract-Conference.html
Are aligned neural networks adversarially aligned?,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1f0b856a35986348ab3414177266f75-Abstract-Conference.html
Chatting Makes Perfect: Chat-based Image Retrieval,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1b3d1e2cf53bb28cabd801bd58b3521-Abstract-Conference.html
SHOT: Suppressing the Hessian along the Optimization Trajectory for Gradient-Based Meta-Learning,Optimization->Learning for Optimization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1cdf3236050ad902c6581458e55f0c5-Abstract-Conference.html
ViCA-NeRF: View-Consistency-Aware 3D Editing of Neural Radiance Fields,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1e2faff6f588870935f114ebe04a3e5-Abstract-Conference.html
Offline Reinforcement Learning with Differential Privacy,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c1aaf7c3f306fe94f77236dc0756d771-Abstract-Conference.html
Cognitive Model Discovery via Disentangled RNNs,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2023/hash/c194ced51c857ec2c1928b02250e0ac8-Abstract-Conference.html
The Rank-Reduced Kalman Filter: Approximate Dynamical-Low-Rank Filtering In High Dimensions,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c14d902be45c72833018b2ccfac071e4-Abstract-Conference.html
Oracle Complexity of Single-Loop Switching Subgradient Methods for Non-Smooth Weakly Convex Functional Constrained Optimization,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c132c02176577c4319a878f6417a331a-Abstract-Conference.html
Performance Scaling via Optimal Transport: Enabling Data Selection from Partially Revealed Sources,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c142c14699223f7417cad706fd6f652e-Abstract-Conference.html
Provable benefits of score matching,Theory->Probabilistic Methods,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c11f8d40c119867e30e3421f696f931d-Abstract-Conference.html
Towards Understanding the Dynamics of Gaussian-Stein Variational Gradient Descent,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c0ae487420ebc8d0ed7c541b4e3f09d4-Abstract-Conference.html
Validated Image Caption Rating Dataset,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c0b91f9a3587bf35287f41dba5d20233-Abstract-Datasets_and_Benchmarks.html
A3FL: Adversarially Adaptive Backdoor Attacks to Federated Learning,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c07d71ff0bc042e4b9acd626a79597fa-Abstract-Conference.html
S-CLIP: Semi-supervised Vision-Language Learning using Few Specialist Captions,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c06f788963f0ce069f5b2dbf83fe7822-Abstract-Conference.html
MeCo: Zero-Shot NAS with One Data and Single Forward Pass via Minimum Eigenvalue of Correlation,Optimization->Zero-order and Black-box Optimization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bfa815ac6f08f4ada34fe22be054f2b9-Abstract-Conference.html
Accelerating Monte Carlo Tree Search with Probability Tree State Abstraction,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf89c9fcd0ef605571a03666f6a6a44d-Abstract-Conference.html
GRAND-SLAMIN’ Interpretable Additive Modeling with Structural Constraints,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c057cb81b8d3c67093427bf1c16a4e9f-Abstract-Conference.html
On the Constrained Time-Series Generation Problem,Generative Models->Diffusion models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bfb6a69c0d9e2bc596e1cd31f16fcdde-Abstract-Conference.html
A Unified Approach for Maximizing Continuous DR-submodular Functions,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c041d58d2250e67f70a5b004655315b5-Abstract-Conference.html
On the Size and Approximation Error of Distilled Datasets,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c03a9ccdb3e95f2c2dcfc3f4bc16bf42-Abstract-Conference.html
"On Sample-Efficient Offline Reinforcement Learning: Data Diversity, Posterior Sampling and Beyond",Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c056d6cf7b7108418f2b8c307dfaab02-Abstract-Conference.html
InfoPrompt: Information-Theoretic Soft Prompt Tuning for Natural Language Understanding,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c01c0da4fe2ef2df9863f55261e2e924-Abstract-Conference.html
Learning Environment-Aware Affordance for 3D Articulated Object Manipulation under Occlusions,Robotics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf78fc727cf882df66e6dbc826161e86-Abstract-Conference.html
Enhancing CLIP with CLIP: Exploring Pseudolabeling for Limited-Label Prompt Tuning,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf85879363044ca21f7868a3d1b4021c-Abstract-Conference.html
An Alternative to Variance: Gini Deviation for Risk-averse Policy Gradient,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf665e1cf271faa5037374c884ba3808-Abstract-Conference.html
Dream the Impossible: Outlier Imagination with Diffusion Models,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf5311df07f3efce97471921e6d2f159-Abstract-Conference.html
Local Convergence of Gradient Methods for Min-Max Games: Partial Curvature Generically Suffices,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf331c87e29f473b610336f00fe1cb51-Abstract-Conference.html
"Do Not Marginalize Mechanisms, Rather Consolidate!",Causality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf73c283ed3108ee9f84da2e29bcc336-Abstract-Conference.html
RETVec: Resilient and Efficient Text Vectorizer,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf64451da212313c5ef1a00f49232c47-Abstract-Conference.html
Going Beyond Linear Mode Connectivity: The Layerwise Linear Feature Connectivity,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf3ee5a5422b0e2a88b0c9c6ed3b6144-Abstract-Conference.html
Soft-Unification in Deep Probabilistic Logic,Generative Models->Reasoning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf215fa7fe70a38c5e967e59c44a99d0-Abstract-Conference.html
Scaling MLPs: A Tale of Inductive Bias,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf2a5ce85aea9ff40d9bf8b2c2561cae-Abstract-Conference.html
ResMem: Learn what you can and memorize the rest,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf0857cb9a41c73639f028a80301cdf0-Abstract-Conference.html
Generalized Semi-Supervised Learning via Self-Supervised Feature Adaptation,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bf145010b30dc5f14fa87dc152074e4d-Abstract-Conference.html
Aiming towards the minimizers: fast convergence of SGD for overparametrized problems,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bef2af7a1199ec7a134b15ac00bd5377-Abstract-Conference.html
Keypoint-Augmented Self-Supervised Learning for Medical Image Segmentation with Limited Annotation,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bee3d6218d7414f8cadfff0eafd0d7be-Abstract-Conference.html
Dynamic Regret of Adversarial Linear Mixture MDPs,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/becd02b89259774da2ede23116a80648-Abstract-Conference.html
Neural Harmonics: Bridging Spectral Embedding and Matrix Completion in Self-Supervised Learning,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bede8c7d5ed2348494d2b0621d613592-Abstract-Conference.html
Transitivity Recovering Decompositions: Interpretable and Robust Fine-Grained Relationships,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/beba7cfdac084a0f53f378d42cbe2824-Abstract-Conference.html
Unifying Predictions of Deterministic and Stochastic Physics in Mesh-reduced Space with Sequential Flow Generative Model,Physical Models->Physics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bea78e2bb0abccc14404b24b90d9299f-Abstract-Conference.html
Reward-Directed Conditional Diffusion: Provable Distribution Estimation and Reward Improvement,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/be93b16564e96859da8401b917f307c6-Abstract-Conference.html
Towards Combinatorial Generalization for Catalysts: A Kohn-Sham Charge-Density Approach,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2023/hash/be82bb4bf8333107b0fe430e1017831a-Abstract-Conference.html
Geometric Analysis of Matrix Sensing over Graphs,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/be7b70477c8fca697f14b1dbb1c086d1-Abstract-Conference.html
Kullback-Leibler Maillard Sampling for Multi-armed Bandits with Bounded Rewards,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdebb4549d5a79501bc151411abdb6d7-Abstract-Conference.html
The Pursuit of Human Labeling: A New Perspective on Unsupervised Learning,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/be38c74290c251820e396680a82ce12d-Abstract-Conference.html
Improving Compositional Generalization using Iterated Learning and Simplicial Embeddings,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/be7430d22a4dae8516894e32f2fcc6db-Abstract-Conference.html
Learning Nonparametric Latent Causal Graphs with Unknown Interventions,Causality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdeab378efe6eb289714e2a5abc6ed42-Abstract-Conference.html
A Privacy-Friendly Approach to Data Valuation,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdd5522a32b3a959a6d81fb6ddc1cb38-Abstract-Conference.html
Multi-Modal Inverse Constrained Reinforcement Learning from a Mixture of Demonstrations,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdc48324d6158a7edef88d673855a3f4-Abstract-Conference.html
FedFed: Feature Distillation against Data Heterogeneity in Federated Learning,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdcdf38389d7fcefc73c4c3720217155-Abstract-Conference.html
Enhancing Minority Classes by Mixing: An Adaptative Optimal Transport Approach for Long-tailed Classification,Computer Vision->Classification,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdabb5d4262bcfb6a1d529d690a6c82b-Abstract-Conference.html
Robust Data Valuation with Weighted Banzhaf Values,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bdb0596d13cfccf2db6f0cc5280d2a3f-Abstract-Conference.html
PAPR: Proximity Attention Point Rendering,Computer Vision->Video Generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bda5c35eded86adaf0231748e3ce071c-Abstract-Conference.html
How a Student becomes a Teacher: learning and forgetting through Spectral methods,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd9ea5d671ee761a69dba811348d78ba-Abstract-Conference.html
Online List Labeling with Predictions,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd8284e53b6d177cbede82def77d4951-Abstract-Conference.html
"Understanding, Predicting and Better Resolving Q-Value Divergence in Offline-RL",Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd6bb13e78da078d8adcabbe6d9ca737-Abstract-Conference.html
Revisiting Evaluation Metrics for Semantic Segmentation: Optimization and Evaluation of Fine-grained Intersection over Union,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd3611971089d466ab4ca96a20f7ab13-Abstract-Datasets_and_Benchmarks.html
Greedy Pruning with Group Lasso Provably Generalizes for Matrix Sensing,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd2107343c9cc973635d90dbfc122223-Abstract-Conference.html
Optimal Unbiased Randomizers for Regression with Label Differential Privacy,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd5d436621dd3ee728b11c067d32d488-Abstract-Conference.html
EgoEnv: Human-centric environment representations from egocentric video,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd2605c5d854837aaf095537e82f1883-Abstract-Conference.html
$p$-Poisson surface reconstruction in curl-free flow from point clouds,Physical Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd18189308a4c45c7d71ca83acf3deaa-Abstract-Conference.html
Binarized Neural Machine Translation,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bd1fc5cbedfe4d90d0ac2d23966fa27e-Abstract-Conference.html
Revisiting Implicit Differentiation for Learning Problems in Optimal Control,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcfcf7232cb74e1ef82d751880ff835b-Abstract-Conference.html
Ess-InfoGAIL: Semi-supervised Imitation Learning from Imbalanced Demonstrations,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcf26768143c94bd36e363cd4bf5daf0-Abstract-Conference.html
Multi-Object Representation Learning via Feature Connectivity and Object-Centric Regularization,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcef27c5825d1ed8757290f237b2d851-Abstract-Conference.html
Policy Finetuning in Reinforcement Learning via Design of Experiments using Offline Data,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcdaaa1aec3ae2aa39542acefdec4e4b-Abstract-Conference.html
Learning to Configure Separators in Branch-and-Cut,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcdec1c2d60f94a93b6e36f937aa0530-Abstract-Conference.html
Zero-sum Polymatrix Markov Games: Equilibrium Collapse and Efficient Computation of Nash Equilibria,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bcdcd565f83a8a6681a8269d325a5304-Abstract-Conference.html
InsActor: Instruction-driven Physics-based Characters,Robotics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc943cd038a5531d5433b1431c822c01-Abstract-Conference.html
An Efficient Doubly-Robust Test for the Kernel Treatment Effect,Causality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bccdd196d798a51a4961989984a9ed4a-Abstract-Conference.html
Equivariant flow matching,Physical Models->Physics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc827452450356f9f558f4e4568d553b-Abstract-Conference.html
Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Gradient Updates,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc6a1f968f8b1dae3e880f3f723d7d46-Abstract-Conference.html
Pairwise GUI Dataset Construction Between Android Phones and Tablets,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc4cff0b37ccab13e98b6128d89ca172-Abstract-Datasets_and_Benchmarks.html
Learning Better with Less: Effective Augmentation for Sample-Efficient Visual Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc26087d3f82e62044fc77752e86737e-Abstract-Conference.html
Fast Attention Over Long Sequences With Dynamic Sparse Flash Attention,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc222e8153a49c1b30a1b8ba96b35117-Abstract-Conference.html
SSL4EO-L: Datasets and Foundation Models for Landsat Imagery,Physical Models->Geoscience,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbf7ee04e2aefec136ecf60e346c2e61-Abstract-Datasets_and_Benchmarks.html
Path Regularization: A Convexity and Sparsity Inducing Regularization for Parallel ReLU Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbf38332580c1bed99fa99bc9ee53229-Abstract-Conference.html
Unifying GANs and Score-Based Diffusion as Generative Particle Models,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbc461518c59a2a8d64e70e2c38c4a0e-Abstract-Conference.html
AndroidInTheWild: A Large-Scale Dataset For Android Device Control,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbbb6308b402fe909c39dd29950c32e0-Abstract-Datasets_and_Benchmarks.html
Focus Your Attention when Few-Shot Classification,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbb7506579431a85861a05fff048d3e1-Abstract-Conference.html
What can Large Language Models do in chemistry? A comprehensive benchmark on eight tasks,Language,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bbb330189ce02be00cf7346167028ab1-Abstract-Datasets_and_Benchmarks.html
Grounded Decoding: Guiding Text Generation with Grounded Models for Embodied Agents,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bb3cfcb0284642a973dd631ec9184f2f-Abstract-Conference.html
Learning From Biased Soft Labels,Fairness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bad8ddaed5feb552f9e8f2e37c0531a1-Abstract-Conference.html
Rotating Features for Object Discovery,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bb36593e5e438aac5dd07907e757e087-Abstract-Conference.html
Learning from Visual Observation via Offline Pretrained State-to-Go Transformer,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bb203e938836544655996d1bb94a0fd7-Abstract-Conference.html
Selectively Sharing Experiences Improves Multi-Agent Reinforcement Learning,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/baa7fc022f35b6ea7b8b2a2fe60babe0-Abstract-Conference.html
What Planning Problems Can A Relational Neural Network Solve?,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba90e56a74fd77d0ddec033dc199f0fa-Abstract-Conference.html
"MultiFusion: Fusing Pre-Trained Models for Multi-Lingual, Multi-Modal Image Generation",Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba8d1b46292c5e82cbfb3b3dc3b968af-Abstract-Conference.html
Policy Gradient for Rectangular Robust Markov Decision Processes,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba8aee784ffe0813890288b334444eda-Abstract-Conference.html
SustainGym: Reinforcement Learning Environments for Sustainable Energy Systems,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba74855789913e5ed36f87288af79e5b-Abstract-Datasets_and_Benchmarks.html
PID-Inspired Inductive Biases for Deep Reinforcement Learning in Partially Observable Control Tasks,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba1c5356d9164bb64c446a4b690226b0-Abstract-Conference.html
Re-Think and Re-Design Graph Neural Networks in Spaces of Continuous Graph Diffusion Functionals,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9fd027eb16434174b8bb3d3b18110af-Abstract-Conference.html
Adapting Fairness Interventions to Missing Values,Fairness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ba0ad9d1e0c737800b2340b9cd68c208-Abstract-Conference.html
Addressing the speed-accuracy simulation trade-off for adaptive spiking neurons,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9f253c2758a323f9d2095f91de9a974-Abstract-Conference.html
HASSOD: Hierarchical Adaptive Self-Supervised Object Detection,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9ecf4d84999a61783c360c3782e801e-Abstract-Conference.html
