title,url,category,x,y,z
Permute-and-Flip: A new mechanism for differentially private selection,https://proceedings.neurips.cc/paper_files/paper/2020/hash/01e00f2f4bfcbb7505cb641066f2859b-Abstract.html,Privacy,19.803066,29.133286,14.365568
Deep reconstruction of strange attractors from time series,https://proceedings.neurips.cc/paper_files/paper/2020/hash/021bbc7ee20b71134d53e20206bd6feb-Abstract.html,Deep Learning->Autoencoders,-1.6666752,3.5981054,-24.276028
Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering,https://proceedings.neurips.cc/paper_files/paper/2020/hash/019fa4fdf1c04cf73ba25aa2223769cd-Abstract.html,Datasets and Benchmarks,20.747944,-7.746319,18.235016
Improving Local Identifiability in Probabilistic Box Embeddings,https://proceedings.neurips.cc/paper_files/paper/2020/hash/01c9d2c5b3ff5cbba349ec39a570b5e3-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-4.0164666,17.98932,-14.180944
Cascaded Text Generation with Markov Transformers,https://proceedings.neurips.cc/paper_files/paper/2020/hash/01a0683665f38d8e5e567b3b15ca98bf-Abstract.html,Language->Generation,-17.421682,-22.480228,-8.392454
Adversarially Robust Streaming Algorithms via Differential Privacy,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0172d289da48c48de8c5ebf3de9f7ee1-Abstract.html,Deep Learning->Robustness,17.342175,27.581472,14.584087
Synbols: Probing Learning Algorithms with Synthetic Datasets,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0169cf885f882efd795951253db5cdfb-Abstract.html,Deep Learning->Representation Learning,-17.798811,-1.0045433,-15.103468
Improved Algorithms for Online Submodular Maximization via First-order Regret Bounds,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0163cceb20f5ca7b313419c068abd9dc-Abstract.html,Optimization->Convex,37.19089,3.1401384,1.2490572
Fourier Sparse Leverage Scores and Approximate Kernel Learning,https://proceedings.neurips.cc/paper_files/paper/2020/hash/012d9fe15b2493f21902cd55603382ec-Abstract.html,Theory->Everything Else,9.781918,19.083717,-11.250588
PyGlove: Symbolic Programming for Automated Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2020/hash/012a91467f210472fab4e11359bbfef6-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-4.4553566,-30.678265,13.157701
Backpropagating Linearly Improves Transferability of Adversarial Examples,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00e26af6ac3b1c1c49d7c3d79c60d000-Abstract.html,Deep Learning->Robustness,-18.934166,22.287859,12.03409
Fast and Flexible Temporal Point Processes with Triangular Maps,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00ac8ed3b4327bdd4ebbebcb2ba10a00-Abstract.html,Probabilistic Methods->Variational Inference,6.8503766,1.034356,-18.877014
Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0084ae4bc24c0795d1e6a4f58444d39b-Abstract.html,Online Learning,14.080102,-20.311422,7.334016
Neural Methods for Point-wise Dependency Estimation,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00a03ec6533ca7f5c644d198d815329c-Abstract.html,Deep Learning->Attention Mechanisms,14.256722,12.69473,16.710278
"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",https://proceedings.neurips.cc/paper_files/paper/2020/hash/007ff380ee5ac49ffc34442f5c2a2b86-Abstract.html,Deep Learning->Robustness,-10.113522,7.1508117,-13.7079
Self-Supervised MultiModal Versatile Networks,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0060ef47b12160b9198302ebdb144dcf-Abstract.html,Deep Learning->Attention Mechanisms,-23.754087,-13.447723,-6.246186
Advice Querying under Budget Constraint for Online Algorithms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eda830e16044587b5082a853c4f25a90-Abstract-Conference.html,Optimization->Non-Convex,35.202747,-3.3369439,-0.56309074
An Unsupervised Information-Theoretic Perceptual Quality Metric,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00482b9bed15a272730fcb590ffebddd-Abstract.html,Deep Learning->Representation Learning,-23.480116,9.868784,-2.5737615
Language-based Action Concept Spaces Improve Video Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed67dff7cb96e7e86c4d91c0d5db49bb-Abstract-Conference.html,Computer Vision->Video Understanding,-30.110134,-14.170722,1.4103925
Static and Sequential Malicious Attacks in the Context of Selective Forgetting,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed4bacc8c7ca1ee0e1d4e0ef376b7ac7-Abstract-Conference.html,Deep Learning->Robustness,-11.29815,24.11279,18.359385
ClimateLearn: Benchmarking Machine Learning for Weather and Climate Modeling,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed73c36e771881b232ef35fa3a1dec14-Abstract-Datasets_and_Benchmarks.html,Physical Models->Climate,0.076824464,0.09830192,-18.541952
TRIAGE: Characterizing and auditing training data for improved regression,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed687a5f52b651b19e7c18f702907b8b-Abstract-Conference.html,Data-centric AI->Data-centric AI methods and tools,2.8974147,-13.483681,22.485332
Language Models Don't Always Say What They Think: Unfaithful Explanations in Chain-of-Thought Prompting,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed3fea9033a80fea1376299fa7863f4a-Abstract-Conference.html,Interpretability,-13.208046,-29.3509,1.2982198
SafeDICE: Offline Safe Imitation Learning with Non-Preferred Demonstrations,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed2fb79f2664c3d9ba878be7e575b2af-Abstract-Conference.html,Reinforcement Learning->Batch Offline,6.3135695,-32.47785,1.2252039
The noise level in linear regression with dependent data,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ecffd829f90b0a4b6aa017b6df15904f-Abstract-Conference.html,Probabilistic Methods->Variational Inference,18.673712,14.115206,6.5379314
Anchor Data Augmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ecc9b6dfdbe374c0a3364ff81cd28642-Abstract-Conference.html,Data-centric AI->Data augmentation,17.021776,-2.4782822,4.199417
(Amplified) Banded Matrix Factorization: A unified approach to private training,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ecc28b4ce9b39f5f23c3efb03e25b7bf-Abstract-Conference.html,Privacy,17.97812,24.077858,11.055088
How Far Can Camels Go? Exploring the State of Instruction Tuning on Open Resources,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec6413875e4ab08d7bc4d8e225263398-Abstract-Datasets_and_Benchmarks.html,Datasets and Benchmarks,-17.143469,-22.418737,-0.11525565
Trial matching: capturing variability with data-constrained spiking neural networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec702dd6e83b2113a43614685a7e2ac6-Abstract-Conference.html,"Neuroscience, Cognitive Science",-5.762999,-6.3354163,-26.598188
Decentralized Randomly Distributed Multi-agent Multi-armed Bandit with Heterogeneous Rewards,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec795aeadae0b7d230fa35cbaf04c041-Abstract-Conference.html,Reinforcement Learning->Multi-agent,34.24091,-11.996579,6.046822
FedNAR: Federated Optimization with Normalized Annealing Regularization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec52572b9e16b91edff5dc70e2642240-Abstract-Conference.html,Deep Learning->Algorithms,-6.969022,8.420074,4.2050934
Probabilistic Invariant Learning with Randomized Linear Classifiers,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec4f0b0a7557d6a51c42308800f2c23a-Abstract-Conference.html,Optimization->Non-Convex,-13.288808,13.472503,-4.9086676
Replicability in Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec4d2e436794d1bf55ca83f5ebb31887-Abstract-Conference.html,Reinforcement Learning->Function Approximation,20.168036,-19.848722,-1.5517192
Efficient Test-Time Adaptation for Super-Resolution with Second-Order Degradation and Reconstruction,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec3d49763c653ad7c8d587f52220c129-Abstract-Conference.html,Theory->Domain Adaptation and Transfer Learning,-29.905098,15.452403,-8.751589
Unconstrained Dynamic Regret via Sparse Coding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec2833cda146c277cdaa39066764f25c-Abstract-Conference.html,Optimization->Optimization and Learning under Uncertainty,25.475365,-2.8916063,-0.7607063
Gaussian Partial Information Decomposition: Bias Correction and Application to High-dimensional Data,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec0bff8bf4b11e36f874790046dfdb65-Abstract-Conference.html,"Neuroscience, Cognitive Science",-9.521428,-1.1480398,-25.249928
Expressivity-Preserving GNN Simulation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebf95a6f3c575322da15d4fd0fc2b3c8-Abstract-Conference.html,Graph Neural Networks,-13.778475,33.483223,-2.4864237
Rethinking Incentives in Recommender Systems: Are Monotone Rewards Always Beneficial?,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebfabf372037aaa4a8d92c9b457ece3e-Abstract-Conference.html,Fairness,34.39667,-5.131686,-14.705879
Augmenting Language Models with Long-Term Memory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebd82705f44793b6f9ade5a669d0f0bf-Abstract-Conference.html,Generative Models->In Context Learning,-7.5980806,-18.626873,-8.660656
Where Did I Come From? Origin Attribution of AI-Generated Images,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebb4c188fafe7da089b41a9f615ad84d-Abstract-Conference.html,Generative Models,-25.512777,10.031456,-11.618372
WildfireSpreadTS: A dataset of multi-modal time series for wildfire spread prediction,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebd545176bdaa9cd5d45954947bd74b7-Abstract-Datasets_and_Benchmarks.html,Physical Models->Climate,-0.14058158,-1.8977572,-18.297081
Robust Data Pruning under Label Noise via Maximizing Re-labeling Accuracy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebb6bee50913ba7e1efeb91a1d47a002-Abstract-Conference.html,Deep Learning->Robustness,-8.030521,-1.74418,20.503298
AutoGO: Automated Computation Graph Optimization for Neural Network Evolution,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb5d9195b201ec7ba66c8e20b396d349-Abstract-Conference.html,Deep Learning->Algorithms,-12.38897,-0.85159,0.03672536
RaLEs: a Benchmark for Radiology Language Evaluations,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb5683d06bdef51ed4dff644908eef4b-Abstract-Datasets_and_Benchmarks.html,Language,-21.894014,-29.276884,5.29072
H-InDex: Visual Reinforcement Learning with Hand-Informed Representations for Dexterous Manipulation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb4b1f7feadcd124a59de6ff7b9196f3-Abstract-Conference.html,Robotics,1.7147158,-36.62739,-6.4904337
DynGFN: Towards Bayesian Inference of Gene Regulatory Networks with GFlowNets,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb5254c4ee813d05af9c098f2d9c5708-Abstract-Conference.html,Graph Neural Networks,10.630541,-2.3531544,-3.7749865
Object Reprojection Error (ORE): Camera pose benchmarks from lightweight tracking annotations,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb206443c93d07da8b1974b768d8a0d4-Abstract-Datasets_and_Benchmarks.html,Computer Vision->Video Understanding,-34.182278,-4.2387514,0.017398272
Rethinking Bias Mitigation: Fairer Architectures Make for Fairer Face Recognition,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb3c42ddfa16d8421fdba13528107cc1-Abstract-Conference.html,Fairness,-21.009508,-2.5175123,-19.251835
Theoretical Analysis of the Inductive Biases in Deep Convolutional Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb1bad7a84ef68a64f1afd6577725d45-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-12.7483,3.3183193,2.6760955
Two Sides of One Coin: the Limits of Untuned SGD and the Power of Adaptive Methods,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb1a323fa10d4102ff13422476a744ff-Abstract-Conference.html,Optimization->Zero-order and Black-box Optimization,26.977842,10.173914,0.5080259
Implicit Bias of Gradient Descent for Logistic Regression at the Edge of Stability,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb189151ced0ff808abafd16a51fec92-Abstract-Conference.html,Optimization->Non-Convex,25.948212,13.113422,-4.045845
P-Flow: A Fast and Data-Efficient Zero-Shot TTS through Speech Prompting,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eb0965da1d2cb3fbbbb8dbbad5fa0bfc-Abstract-Conference.html,Generative Models,-21.565239,-19.145033,-12.46776
Finite Population Regression Adjustment and Non-asymptotic Guarantees for Treatment Effect Estimation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eaf5d2cdb582c058a078d4fdf52a20f9-Abstract-Conference.html,Probabilistic Methods->Variational Inference,13.061535,-7.2802067,7.219913
Characterization and Learning of Causal Graphs with Small Conditioning Sets,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eaef3b49866b942041a34bb8da397eb7-Abstract-Conference.html,Causality,10.370984,-7.2155046,-2.8742268
Breaking the Communication-Privacy-Accuracy Tradeoff with $f$-Differential Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ead13878cd158f013becb6a559a60364-Abstract-Conference.html,Privacy,21.935125,27.846096,13.794233
State-space models with layer-wise nonlinearity are universal approximators with exponential decaying memory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea8608c6258450e75b3443ec8022fb2e-Abstract-Conference.html,Graph Neural Networks,-5.585929,-13.21991,-13.575683
Decoding the Enigma: Benchmarking Humans and AIs on the Many Facets of Working Memory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea8758dbe6cc5e6e1764c009acb4c31e-Abstract-Datasets_and_Benchmarks.html,Deep Learning->Attention Mechanisms,-4.517579,-14.052181,-18.658382
Inner Product-based Neural Network Similarity,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea7623ff02edffe68866f88da2667592-Abstract-Conference.html,Deep Learning->Representation Learning,-5.468868,19.795246,-20.80885
Multi-Prompt Alignment for Multi-Source Unsupervised Domain Adaptation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/eadeef7c51ad86989cc3b311cb49ec89-Abstract-Conference.html,Theory->Domain Adaptation and Transfer Learning,-14.233817,-11.533836,25.985
Many-body Approximation for Non-negative Tensors,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea94957d81b1c1caf87ef5319fa6b467-Abstract-Conference.html,Optimization->Zero-order and Black-box Optimization,10.91408,33.19944,4.0147877
Michelangelo: Conditional 3D Shape Generation based on Shape-Image-Text Aligned Latent Representation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea1a7f7bc0fc14142106a84c94c826d0-Abstract-Conference.html,Generative Models,-36.529865,3.8881748,-5.9593306
Estimating Riemannian Metric with Noise-Contaminated Intrinsic Distance,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea5cb7d9fd2deb0554def3552962d276-Abstract-Conference.html,Theory->Everything Else,-0.9888006,23.40992,-11.947108
Squared Neural Families: A New Class of Tractable Density Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea13534ee239bb3977795b8cc855bacc-Abstract-Conference.html,Probabilistic Methods->Gaussian Processes,-3.1033075,4.022137,9.057483
DiffAttack: Evasion Attacks Against Diffusion-Based Adversarial Purification,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ea0b28cbbd0cbc45ec4ac38e92da9cb2-Abstract-Conference.html,Deep Learning->Robustness,-23.051977,18.934494,13.2572975
Dual Self-Awareness Value Decomposition Framework without Individual Global Max for Cooperative MARL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9e140df6de01afb672cb859d203c307-Abstract-Conference.html,Reinforcement Learning->Multi-agent,17.242683,-27.238703,-8.77347
Modality-Agnostic Self-Supervised Learning with Meta-Learned Masked Auto-Encoder,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9df55bf67e499635908395931ed6ea9-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-5.689974,-10.797639,17.13688
Gaussian Membership Inference Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9df36b21ff4ee211a8b71ee8b7e9f57-Abstract-Conference.html,Privacy,15.854411,23.235846,20.127165
Towards a Unified Analysis of Kernel-based Methods Under Covariate Shift,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9b0ae84d6879b30c78cb8537466a4e0-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning->Kernel methods,8.597252,12.3962965,-9.5079365
k-Median Clustering via Metric Embedding: Towards Better Initialization with Differential Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9a612969b4df241ff0d8273656bd5a4-Abstract-Conference.html,Privacy,16.729074,27.858166,10.541285
Learning Functional Transduction,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9b8a3362a6d9a7f9f842bd2d919e1a0-Abstract-Conference.html,Deep Learning->Representation Learning,4.1944823,12.379799,-13.107784
Implicit Variational Inference for High-Dimensional Posteriors,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e99be8b1f637996eaf1154f2f4cb6f49-Abstract-Conference.html,Probabilistic Methods->Variational Inference,0.72521853,0.52192336,3.228659
TriRE: A Multi-Mechanism Learning Paradigm for Continual Knowledge Retention and Promotion,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e991e5587c1daa49bbf9a818b3f02f9a-Abstract-Conference.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",-1.3006402,-15.430526,-0.8675039
Model-free Posterior Sampling via Learning Rate Randomization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e985dfca10e1167c0836a70880ef0858-Abstract-Conference.html,Reinforcement Learning->Planning,19.428274,-17.313875,-0.74734455
Uncovering Prototypical Knowledge for Weakly Open-Vocabulary Semantic Segmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e95eb5206c867be843fbc14bbfe8c10e-Abstract-Conference.html,Computer Vision->Text Understanding,-21.62637,-11.976634,10.177896
Modality-Independent Teachers Meet Weakly-Supervised Audio-Visual Event Parser,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e95e9f0c127aa1cfa2628adb2f3cb107-Abstract-Conference.html,Multimodal Models,-24.444132,-14.697722,-6.979263
Disentangled Wasserstein Autoencoder for T-Cell Receptor Engineering,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e95da8078ec8389533c802e368da5298-Abstract-Conference.html,Deep Learning->Autoencoders,-20.697176,32.98397,-5.346489
Uncertainty-Aware Instance Reweighting for Off-Policy Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e97ac22927560eb2de6b658498cbc575-Abstract-Conference.html,Datasets and Benchmarks,12.690826,-20.899748,8.262883
A Theoretical Analysis of Optimistic Proximal Policy Optimization in Linear Markov Decision Processes,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e9721921b799b6ea98d37f9e77f1a7fe-Abstract-Conference.html,Reinforcement Learning->Function Approximation,20.975742,-14.029008,-2.8393202
"Squeeze, Recover and Relabel: Dataset Condensation at ImageNet Scale From A New Perspective",https://proceedings.neurips.cc/paper_files/paper/2023/hash/e91fb65c6324a984ea9ef39a5b84af04-Abstract-Conference.html,Deep Learning->Algorithms,-17.20481,2.5321324,9.832667
Tailoring Self-Attention for Graph via Rooted Subtrees,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e90ba1fc564a69809d7391bf76a5f087-Abstract-Conference.html,Graph Neural Networks,-6.3174567,32.627037,-1.7158188
ReMaX: Relaxing for Better Training on Efficient Panoptic Segmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8e30fda5ab87ea93360a36288ac0145-Abstract-Conference.html,Deep Learning->Robustness,-25.898981,-7.111462,9.812397
Cross-Domain Policy Adaptation via Value-Guided Data Filtering,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8ad87f1076fb0f75d89a45828f186b0-Abstract-Conference.html,Robotics,2.688194,-24.708181,-1.8837143
Connecting Certified and Adversarial Training,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8b0c97b34fdaf58b2f48f8cca85e76a-Abstract-Conference.html,Deep Learning->Robustness,-13.859386,21.377596,0.14643209
Alignment with human representations supports robust few-shot learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8ddc03b001d4c4b44b29bc1167e7fdd-Abstract-Conference.html,Deep Learning->Robustness,-13.129231,-8.31378,5.4782896
BanditPAM++: Faster $k$-medoids Clustering,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e885e5bc6e13b9dd8f80bc5482b1fa2f-Abstract-Conference.html,"Optimization->Large Scale, Parallel and Distributed",13.595289,32.581383,-11.337041
Effectively Learning Initiation Sets in Hierarchical Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8da56eb93676e8f60ed2b696e44e7dc-Abstract-Conference.html,Reinforcement Learning->Planning,4.2509446,-29.529718,-4.3564095
Minigrid & Miniworld: Modular & Customizable Reinforcement Learning Environments for Goal-Oriented Tasks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e8916198466e8ef218a2185a491b49fa-Abstract-Datasets_and_Benchmarks.html,Reinforcement Learning->Multi-agent,5.334082,-34.72836,-9.752569
Fast Projected Newton-like Method for Precision Matrix Estimation under Total Positivity,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e878c8f38381d0964677fb9536c494ee-Abstract-Conference.html,Optimization,24.014555,21.550863,-5.766418
Swarm Reinforcement Learning for Adaptive Mesh Refinement,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e85454a113e8b41e017c81875ae68d47-Abstract-Conference.html,Reinforcement Learning->Multi-agent,15.87736,-29.8398,-7.2112746
What a MESS: Multi-Domain Evaluation of Zero-Shot Semantic Segmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e82f45e480f5f44d696ba15dad88f9a3-Abstract-Datasets_and_Benchmarks.html,Datasets and Benchmarks,-18.582026,-12.971574,11.435445
Covariance-adaptive best arm identification,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e82ef7865f29b40640f486bbbe7959a7-Abstract-Conference.html,Probabilistic Methods->Monte Carlo and Sampling Methods,30.297499,-18.185728,10.520836
Learning Large-Scale MTP$_2$ Gaussian Graphical Models via Bridge-Block Decomposition,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7e506bc5a94768243083216fe51d98b-Abstract-Conference.html,Optimization->Non-Convex,13.151123,18.820465,-17.464901
Learning to Augment Distributions for Out-of-distribution Detection,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e812af67a942c21dd0104bd929f99da1-Abstract-Conference.html,Deep Learning->Robustness,-6.2874393,11.72058,22.657711
Collaborative Score Distillation for Consistent Visual Editing,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7fd2c0a1a6f956c94024e955b34cc43-Abstract-Conference.html,Generative Models->Diffusion models,-28.945309,-5.771929,-10.335498
FLuID: Mitigating Stragglers in Federated Learning using Invariant Dropout,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7feb9dbd9a94b6c552fc403fcebf2ef-Abstract-Conference.html,Online Learning,17.60537,3.7045298,24.349327
Setting the Trap: Capturing and Defeating Backdoors in Pretrained Language Models through Honeypots,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7938ede51225b490bb69f7b361a9259-Abstract-Conference.html,Deep Learning->Robustness,-11.125145,18.73793,16.883007
Unsupervised Graph Neural Architecture Search with Disentangled Self-Supervision,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e78399fc43dbb2d87b7e1e6906ce5baf-Abstract-Conference.html,Graph Neural Networks,-3.4876442,40.914413,-2.4796913
How to Scale Your EMA,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7681dd6fe16052433ab68cd1555bdc9-Abstract-Conference.html,Online Learning,3.6466424,-10.335487,19.081291
Are Vision Transformers More Data Hungry Than Newborn Visual Systems?,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e75dce944052276caf89c17aca8963d3-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-21.946472,-5.3372483,-1.6029704
TFLEX: Temporal Feature-Logic Embedding Framework for Complex Reasoning over Temporal Knowledge Graph,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e71a42c64851834013e2658b69d7fe93-Abstract-Conference.html,Language->Knowledge,-11.730161,-31.510565,-11.410315
Successor-Predecessor Intrinsic Exploration,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6f2b968c4ee8ba260cd7077e39590dd-Abstract-Conference.html,Reinforcement Learning->Function Approximation,10.52598,-26.080284,-5.4322176
"StyleGAN knows Normal, Depth, Albedo, and More",https://proceedings.neurips.cc/paper_files/paper/2023/hash/e7407ab5e89c405d28ff6807ffec594a-Abstract-Conference.html,Generative Models,-25.805384,7.1000123,-12.277779
Scaling Open-Vocabulary Object Detection,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6d58fc68c0f3c36ae6e0e64478a69c0-Abstract-Conference.html,Deep Learning->Self-Supervised Learning,-21.91477,-13.629009,9.299038
Formulating Discrete Probability Flow Through Optimal Transport,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6e706454d72c18582b9c1ff70b11f7d-Abstract-Conference.html,Generative Models->Diffusion models,-19.98996,20.065165,-11.535221
Inserting Anybody in Diffusion Models via Celeb Basis,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6d37cc5723e810b793c834bcb6647cf-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-32.90826,-2.0850139,-11.718007
STARSS23: An Audio-Visual Dataset of Spatial Recordings of Real Scenes with Spatiotemporal Annotations of Sound Events,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6c9671ed3b3106b71cafda3ba225c1a-Abstract-Datasets_and_Benchmarks.html,Computer Vision->Video Understanding,-27.983894,-13.915603,-8.195522
"Facing Off World Model Backbones: RNNs, Transformers, and S4",https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6c65eb9b56719c1aa45ff73874de317-Abstract-Conference.html,Reinforcement Learning->Deep RL,2.589118,-26.095741,-15.873261
Training Chain-of-Thought via Latent-Variable Inference,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e69a9560c450ca76584d9eb37e7f5ae8-Abstract-Conference.html,Generative Models->In Context Learning,-12.481738,-28.638172,0.5881531
Learn to Categorize or Categorize to Learn? Self-Coding for Generalized Category Discovery,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6789e468c65a7816760a00a487d3c4e-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning,-18.688618,-9.264135,11.383335
Survival Permanental Processes for Survival Analysis with Time-Varying Covariates,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e664650506f1cf2b4696df892147c06e-Abstract-Conference.html,Probabilistic Methods->Gaussian Processes,6.0309043,-8.33289,11.032833
VAST: A Vision-Audio-Subtitle-Text Omni-Modality Foundation Model and Dataset,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6b2b48b5ed90d07c305932729927781-Abstract-Conference.html,Language->Dialogue,-24.460213,-16.708082,0.04642232
Repetition In Repetition Out: Towards Understanding Neural Text Degeneration from the Data Perspective,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6c2e85db1f1039177c4495ccd399ac4-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-5.295527,-22.115038,-0.105322696
Bayesian Learning via Q-Exponential Process,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e6bfdd58f1326ff821a1b92743963bdf-Abstract-Conference.html,Probabilistic Methods->Gaussian Processes,11.226433,14.361801,20.467596
Deep Fractional Fourier Transform,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e66309ead63bc1410d2df261a28f602d-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-14.880575,5.1820874,-1.773043
